Time_stamp,Count
2025-03-16 15:00:00+00:00,2361
2025-03-16 16:00:00+00:00,2355
2025-03-16 17:00:00+00:00,2338
2025-03-16 18:00:00+00:00,2381
2025-03-16 19:00:00+00:00,2446
2025-03-16 20:00:00+00:00,2435
2025-03-16 21:00:00+00:00,2414
2025-03-16 22:00:00+00:00,2395
2025-03-16 23:00:00+00:00,2319
2025-03-17 00:00:00+00:00,2381
2025-03-17 01:00:00+00:00,2374
2025-03-17 02:00:00+00:00,2356
2025-03-17 03:00:00+00:00,2347
2025-03-17 04:00:00+00:00,2319
2025-03-17 05:00:00+00:00,2352
2025-03-17 06:00:00+00:00,2325
2025-03-17 07:00:00+00:00,2340
2025-03-17 08:00:00+00:00,2321
2025-03-17 09:00:00+00:00,2361
2025-03-17 10:00:00+00:00,2360
2025-03-17 11:00:00+00:00,2357
2025-03-17 12:00:00+00:00,2280
2025-03-17 13:00:00+00:00,2283
2025-03-17 14:00:00+00:00,2269
2025-03-17 15:00:00+00:00,2295
2025-03-17 16:00:00+00:00,2350
2025-03-17 17:00:00+00:00,2351
2025-03-17 18:00:00+00:00,2346
2025-03-17 19:00:00+00:00,2332
2025-03-17 20:00:00+00:00,2309
2025-03-17 21:00:00+00:00,2374
2025-03-17 22:00:00+00:00,2371
2025-03-17 23:00:00+00:00,2314
2025-03-18 00:00:00+00:00,2373
2025-03-18 01:00:00+00:00,2295
2025-03-18 02:00:00+00:00,2355
2025-03-18 03:00:00+00:00,2331
2025-03-18 04:00:00+00:00,2368
2025-03-18 05:00:00+00:00,2272
2025-03-18 06:00:00+00:00,2349
2025-03-18 07:00:00+00:00,2288
2025-03-18 08:00:00+00:00,2297
2025-03-18 09:00:00+00:00,2284
2025-03-18 10:00:00+00:00,2420
2025-03-18 11:00:00+00:00,2309
2025-03-18 12:00:00+00:00,2298
2025-03-18 13:00:00+00:00,2302
2025-03-18 14:00:00+00:00,2332
2025-03-18 15:00:00+00:00,2352
2025-03-18 16:00:00+00:00,2330
2025-03-18 17:00:00+00:00,2300
2025-03-18 18:00:00+00:00,2407
2025-03-18 19:00:00+00:00,2359
2025-03-18 20:00:00+00:00,2328
2025-03-18 21:00:00+00:00,2325
2025-03-18 22:00:00+00:00,2335
2025-03-18 23:00:00+00:00,2395
2025-03-19 00:00:00+00:00,2415
2025-03-19 01:00:00+00:00,2321
2025-03-19 02:00:00+00:00,2360
2025-03-19 03:00:00+00:00,2346
2025-03-19 04:00:00+00:00,2372
2025-03-19 05:00:00+00:00,2298
2025-03-19 06:00:00+00:00,2339
2025-03-19 07:00:00+00:00,2301
2025-03-19 08:00:00+00:00,2276
2025-03-19 09:00:00+00:00,2357
2025-03-19 10:00:00+00:00,2333
2025-03-19 11:00:00+00:00,2302
2025-03-19 12:00:00+00:00,2376
2025-03-19 13:00:00+00:00,2313
2025-03-19 14:00:00+00:00,2332
2025-03-19 15:00:00+00:00,2360
2025-03-19 16:00:00+00:00,2337
2025-03-19 17:00:00+00:00,2383
2025-03-19 18:00:00+00:00,2360
2025-03-19 19:00:00+00:00,2358
2025-03-19 20:00:00+00:00,2403
2025-03-19 21:00:00+00:00,2431
2025-03-19 22:00:00+00:00,2339
2025-03-19 23:00:00+00:00,2312
